station_complex_id,dow,hour,mean_ridership,pred_ridership,n_obs
301,2,19,265.92105263157896,283.2893691564367,76
301,2,20,192.25,190.39891194429342,76
301,2,21,125.21052631578948,131.84800070341097,76
301,2,22,89.53424657534246,94.93642100917715,73
301,2,23,61.72463768115942,59.58670240295544,69
301,3,0,28.223880597014926,28.66072899553147,67
301,3,1,17.253731343283583,16.260972201631475,67
301,3,2,14.705882352941176,15.242830939505525,68
301,3,3,23.28358208955224,24.191251097178604,67
301,3,4,65.76,65.67085112606651,75
301,3,5,226.58666666666667,234.1897368737792,75
301,3,6,398.12,401.7207950724752,75
301,3,7,794.0533333333333,806.0320318209922,75
301,3,8,817.0266666666666,852.3338984280364,75
301,3,9,490.41333333333336,494.26296948638503,75
301,3,10,396.17333333333335,394.041211719735,75
301,3,11,385.05333333333334,381.6103827217161,75
301,3,12,381.8933333333333,396.6620772013703,75
301,3,13,433.06666666666666,443.1386231224184,75
301,3,14,520.72,532.9140233324379,75
301,3,15,558.1733333333333,545.8436266344584,75
301,3,16,524.9733333333334,520.6745816901259,75
301,3,17,536.36,506.03692376363244,75
301,3,18,394.25333333333333,394.402601762433,75
301,3,19,286.74666666666667,282.71719980162555,75
301,3,20,190.84,195.67148194389677,75
301,3,21,131.33333333333334,136.7875988500136,75
301,3,22,94.89855072463769,98.46747868429304,69
301,3,23,62.231884057971016,60.40466089869318,69
301,4,0,30.16417910447761,28.566179649411566,67
301,4,1,19.176470588235293,18.055887435212355,68
301,4,2,13.477611940298507,13.385332979381282,67
301,4,3,24.567164179104477,24.12249771816706,67
301,4,4,65.06849315068493,64.77261104799861,73
301,4,5,219.4,220.25991012434685,75
301,4,6,401.92,392.5841607334589,75
301,4,7,737.08,735.0230569920951,75
301,4,8,736.6666666666666,720.5023684264274,75
301,4,9,451.6533333333333,450.417135081941,75
301,4,10,393.5466666666667,399.7525422072566,75
301,4,11,400.8666666666667,389.65045986959655,75
301,4,12,405.8933333333333,404.34417234852936,75
301,4,13,466.7733333333333,453.69447493120913,75
301,4,14,547.96,540.3295178697346,75
301,4,15,587.7466666666667,554.5385565320053,75
301,4,16,515.84,525.8994970362635,75
301,4,17,495.0133333333333,512.694529348742,75
301,4,18,379.84,408.49779646696595,75
301,4,19,298.24,290.11398079056227,75
301,4,20,210.37333333333333,207.89440489849935,75
301,4,21,157.29333333333332,161.68427356997014,75
301,4,22,118.18666666666667,122.09740342997432,75
301,4,23,76.82666666666667,82.91918681523345,75
301,5,0,38.0,42.867798445085946,74
301,5,1,22.56338028169014,24.232340540224676,71
301,5,2,14.67605633802817,16.08459435221756,71
301,5,3,18.281690140845072,19.158751470808447,71
301,5,4,44.70422535211268,43.34717653938608,71
301,5,5,111.70422535211267,108.68016007540265,71
301,5,6,198.86301369863014,200.98359216051776,73
301,5,7,287.7042253521127,289.20419314954506,71
301,5,8,363.28169014084506,360.38923186911285,71
301,5,9,355.0845070422535,353.64149422256736,71
301,5,10,359.2957746478873,363.04294488032593,71
301,5,11,386.83098591549293,402.3248842492683,71
301,5,12,407.6478873239437,408.90495279584684,71
301,5,13,432.6478873239437,424.30573594703105,71
301,5,14,451.80555555555554,441.7943855087161,72
301,5,15,432.15277777777777,438.26728717857253,72
301,5,16,372.98591549295776,393.48560935342726,71
301,5,17,346.0422535211268,386.3803615527407,71
301,5,18,310.83098591549293,323.36296386124263,71
301,5,19,265.34722222222223,259.1330992261953,72
301,5,20,195.94366197183098,201.8752710203716,71
301,5,21,152.77777777777777,147.98920793064255,72
301,5,22,123.80281690140845,126.00051028735285,71
301,5,23,83.33333333333333,86.68660205467562,72
301,6,0,40.763888888888886,41.763937995628496,72
301,6,1,24.64788732394366,24.770108460223334,71
301,6,2,15.859154929577464,16.12967214737186,71
301,6,3,17.819444444444443,18.465622718859585,72
301,6,4,38.58904109589041,37.80310485266625,73
301,6,5,92.77464788732394,92.4278068236392,71
301,6,6,139.43835616438355,138.17127972695394,73
301,6,7,197.83098591549296,196.47952168098294,71
301,6,8,254.43661971830986,249.83184337650297,71
301,6,9,284.84507042253523,287.2009766794859,71
301,6,10,301.32394366197184,308.89873597623813,71
301,6,11,314.59154929577466,361.14288233552566,71
301,6,12,335.67605633802816,364.24699183611534,71
301,6,13,359.056338028169,361.89874984443645,71
301,6,14,371.5068493150685,364.5135369822395,73
301,6,15,344.47222222222223,351.2205693996465,72
301,6,16,282.14084507042253,294.8357305140051,71
301,6,17,250.58904109589042,273.69353223307536,73
301,6,18,229.81944444444446,220.77769947348412,72
301,6,19,189.6338028169014,171.12232817083446,71
301,6,20,142.98591549295776,135.41891398559034,71
301,6,21,112.04225352112677,108.8300148605221,71
301,6,22,81.125,81.64943628865421,72
301,6,23,53.88732394366197,53.196046201398254,71
303,0,0,23.44927536231884,22.454861590584375,69
303,0,1,12.014285714285714,10.94714214308863,70
303,0,2,13.072463768115941,11.46436208682162,69
